"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloguer_mitja","Preu"
2018,"2",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà per superfície (Euros/m2 mes)",13.87
2018,"2",7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",12.65
2018,"2",7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà per superfície (Euros/m2 mes)",11.92
2018,"2",7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",11.89
2018,"2",7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà per superfície (Euros/m2 mes)",11.44
2018,"2",7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà per superfície (Euros/m2 mes)",11.08
2018,"2",7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà per superfície (Euros/m2 mes)",11.94
2018,"2",7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà per superfície (Euros/m2 mes)",9.85
2018,"2",7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà per superfície (Euros/m2 mes)",10.44
2018,"2",7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà per superfície (Euros/m2 mes)",12.28
2018,"2",7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"2",7,"Horta-Guinardó",43,"Horta","Lloguer mitjà per superfície (Euros/m2 mes)",11.55
2018,"2",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà per superfície (Euros/m2 mes)",11.12
2018,"2",8,"Nou Barris",45,"Porta","Lloguer mitjà per superfície (Euros/m2 mes)",11.49
2018,"2",8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà per superfície (Euros/m2 mes)",11.01
2018,"2",8,"Nou Barris",47,"Can Peguera","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"2",8,"Nou Barris",48,"la Guineueta","Lloguer mitjà per superfície (Euros/m2 mes)",9.94
2018,"2",8,"Nou Barris",49,"Canyelles","Lloguer mitjà per superfície (Euros/m2 mes)",9.67
2018,"2",8,"Nou Barris",50,"les Roquetes","Lloguer mitjà per superfície (Euros/m2 mes)",10.98
2018,"2",8,"Nou Barris",51,"Verdun","Lloguer mitjà per superfície (Euros/m2 mes)",11.57
2018,"2",8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà per superfície (Euros/m2 mes)",11.39
2018,"2",8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà per superfície (Euros/m2 mes)",12.11
2018,"2",8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)",7.22
2018,"2",8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)",8.39
2018,"2",8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"2",9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)",10.24
2018,"2",9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"2",9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)",11.42
2018,"2",9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)",11.64
2018,"2",9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)",12.08
2018,"2",9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)",11.49
2018,"2",9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)",11.88
2018,"2",10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)",13.06
2018,"2",10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)",12.72
2018,"2",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.72
2018,"2",10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",17.11
2018,"2",10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.27
2018,"2",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",18.15
2018,"2",10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)",10.66
2018,"2",10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",13.28
2018,"2",10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)",11.86
2018,"2",10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)",10.96
2018,"3",1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)",14.12
2018,"3",1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)",13.54
2018,"3",1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)",16.85
2018,"3",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)",15.12
2018,"3",2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)",13.41
2018,"3",2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)",13.97
2018,"3",2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",14.48
2018,"3",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",14.32
2018,"3",2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",14.16
2018,"3",2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)",13.36
2018,"3",3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)",14.16
2018,"3",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"3",3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà per superfície (Euros/m2 mes)",10.59
2018,"3",3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà per superfície (Euros/m2 mes)",12.31
2018,"3",3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà per superfície (Euros/m2 mes)",13.58
2018,"3",3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà per superfície (Euros/m2 mes)",12.42
2018,"3",3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà per superfície (Euros/m2 mes)",13.43
2018,"3",3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà per superfície (Euros/m2 mes)",13.44
2018,"3",4,"Les Corts",19,"les Corts","Lloguer mitjà per superfície (Euros/m2 mes)",15.02
2018,"3",4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà per superfície (Euros/m2 mes)",13.67
2018,"3",4,"Les Corts",21,"Pedralbes","Lloguer mitjà per superfície (Euros/m2 mes)",14.8
2018,"3",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà per superfície (Euros/m2 mes)",11.24
2018,"3",5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà per superfície (Euros/m2 mes)",17.86
2018,"3",5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà per superfície (Euros/m2 mes)",16.26
2018,"3",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà per superfície (Euros/m2 mes)",16.06
2018,"3",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà per superfície (Euros/m2 mes)",14.76
2018,"3",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà per superfície (Euros/m2 mes)",15.15
2018,"3",6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà per superfície (Euros/m2 mes)",13.73
2018,"3",6,"Gràcia",29,"el Coll","Lloguer mitjà per superfície (Euros/m2 mes)",12.75
2018,"3",6,"Gràcia",30,"la Salut","Lloguer mitjà per superfície (Euros/m2 mes)",13.17
2018,"3",6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà per superfície (Euros/m2 mes)",14.72
2018,"3",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà per superfície (Euros/m2 mes)",14.02
2018,"3",7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",12.72
2018,"3",7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà per superfície (Euros/m2 mes)",12.84
2018,"3",7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",12.33
2018,"3",7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà per superfície (Euros/m2 mes)",12.94
2018,"3",7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà per superfície (Euros/m2 mes)",11.48
2018,"3",7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà per superfície (Euros/m2 mes)",12.66
2018,"3",7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà per superfície (Euros/m2 mes)",9.53
2018,"3",7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà per superfície (Euros/m2 mes)",11.5
2018,"3",7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà per superfície (Euros/m2 mes)",12.24
2018,"3",7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"3",7,"Horta-Guinardó",43,"Horta","Lloguer mitjà per superfície (Euros/m2 mes)",12.39
2018,"3",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà per superfície (Euros/m2 mes)",11.81
2018,"3",8,"Nou Barris",45,"Porta","Lloguer mitjà per superfície (Euros/m2 mes)",11.24
2018,"3",8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà per superfície (Euros/m2 mes)",11.37
2018,"3",8,"Nou Barris",47,"Can Peguera","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"3",8,"Nou Barris",48,"la Guineueta","Lloguer mitjà per superfície (Euros/m2 mes)",10.68
2018,"3",8,"Nou Barris",49,"Canyelles","Lloguer mitjà per superfície (Euros/m2 mes)",9.11
2018,"3",8,"Nou Barris",50,"les Roquetes","Lloguer mitjà per superfície (Euros/m2 mes)",11.85
2018,"3",8,"Nou Barris",51,"Verdun","Lloguer mitjà per superfície (Euros/m2 mes)",11.74
2018,"3",8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà per superfície (Euros/m2 mes)",11.84
2018,"3",8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà per superfície (Euros/m2 mes)",12.43
2018,"3",8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"3",8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)",8.81
2018,"3",8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"3",9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)",10.14
2018,"3",9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"3",9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)",10.81
2018,"3",9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)",12.05
2018,"3",9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)",11.95
2018,"3",9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)",12.33
2018,"3",9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)",11.99
2018,"3",10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)",12.92
2018,"3",10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)",12.85
2018,"3",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",13.78
2018,"3",10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",16.39
2018,"3",10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.68
2018,"3",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",12.99
2018,"3",10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)",11.11
2018,"3",10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",13.88
2018,"3",10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)",11.75
2018,"3",10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)",11.42
2018,"4",1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)",14.07
2018,"4",1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)",14.1
2018,"4",1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)",17.41
2018,"4",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)",15.2
2018,"4",2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)",13.61
2018,"4",2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)",14.05
2018,"4",2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",14.44
2018,"4",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",14.37
2018,"4",2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",14.12
2018,"4",2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)",13.49
2018,"4",3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)",14.02
2018,"4",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"4",3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà per superfície (Euros/m2 mes)",11.1
2018,"4",3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà per superfície (Euros/m2 mes)",12.13
2018,"4",3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà per superfície (Euros/m2 mes)",13.89
2018,"4",3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà per superfície (Euros/m2 mes)",12.32
2018,"4",3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà per superfície (Euros/m2 mes)",13.31
2018,"4",3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà per superfície (Euros/m2 mes)",13.4
2018,"4",4,"Les Corts",19,"les Corts","Lloguer mitjà per superfície (Euros/m2 mes)",15.05
2018,"4",4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà per superfície (Euros/m2 mes)",13.53
2018,"4",4,"Les Corts",21,"Pedralbes","Lloguer mitjà per superfície (Euros/m2 mes)",15.37
2018,"4",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà per superfície (Euros/m2 mes)",14.25
2018,"4",5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà per superfície (Euros/m2 mes)",17.81
2018,"4",5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà per superfície (Euros/m2 mes)",16.43
2018,"4",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà per superfície (Euros/m2 mes)",16.27
2018,"4",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà per superfície (Euros/m2 mes)",15.27
2018,"4",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà per superfície (Euros/m2 mes)",14.75
2018,"4",6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà per superfície (Euros/m2 mes)",14.34
2018,"4",6,"Gràcia",29,"el Coll","Lloguer mitjà per superfície (Euros/m2 mes)",11.88
2018,"4",6,"Gràcia",30,"la Salut","Lloguer mitjà per superfície (Euros/m2 mes)",13.33
2018,"4",6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà per superfície (Euros/m2 mes)",14.76
2018,"4",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà per superfície (Euros/m2 mes)",14.06
2018,"4",7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",12.65
2018,"4",7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà per superfície (Euros/m2 mes)",12.14
2018,"4",7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",12.38
2018,"4",7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà per superfície (Euros/m2 mes)",12.42
2018,"4",7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà per superfície (Euros/m2 mes)",11.6
2018,"4",7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà per superfície (Euros/m2 mes)",12.17
2018,"4",7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà per superfície (Euros/m2 mes)",9.56
2018,"4",7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà per superfície (Euros/m2 mes)",11.59
2018,"4",7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà per superfície (Euros/m2 mes)",12.59
2018,"4",7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"4",7,"Horta-Guinardó",43,"Horta","Lloguer mitjà per superfície (Euros/m2 mes)",11.76
2018,"4",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà per superfície (Euros/m2 mes)",12.04
2018,"4",8,"Nou Barris",45,"Porta","Lloguer mitjà per superfície (Euros/m2 mes)",11.94
2018,"4",8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà per superfície (Euros/m2 mes)",11.43
2018,"4",8,"Nou Barris",47,"Can Peguera","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"4",8,"Nou Barris",48,"la Guineueta","Lloguer mitjà per superfície (Euros/m2 mes)",10.01
2018,"4",8,"Nou Barris",49,"Canyelles","Lloguer mitjà per superfície (Euros/m2 mes)",10.09
2018,"4",8,"Nou Barris",50,"les Roquetes","Lloguer mitjà per superfície (Euros/m2 mes)",10.89
2018,"4",8,"Nou Barris",51,"Verdun","Lloguer mitjà per superfície (Euros/m2 mes)",11.92
2018,"4",8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà per superfície (Euros/m2 mes)",12.41
2018,"4",8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà per superfície (Euros/m2 mes)",11.7
2018,"4",8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"4",8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)",8.7
2018,"4",8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2018,"4",9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)",9.4
2018,"4",9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)",7.6
2018,"4",9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)",10.68
2018,"4",9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)",12.24
2018,"4",9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)",12.23
2018,"4",9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)",12.18
2018,"4",9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)",12.12
2018,"4",10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)",13.58
2018,"4",10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)",12.47
2018,"4",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.16
2018,"4",10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",16.65
2018,"4",10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.76
2018,"4",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",16.84
2018,"4",10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)",11.54
2018,"4",10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.27
2018,"4",10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)",11.77
2018,"4",10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)",11.81
